datum,M01AB_daily,M01AE_daily,N02BA_daily,N02BE_daily,N05B_daily,N05C_daily,R03_daily,R06_daily,M01AB_from_hourly,M01AE_from_hourly,N02BA_from_hourly,N02BE_from_hourly,N05B_from_hourly,N05C_from_hourly,R03_from_hourly,R06_from_hourly
2016-12-18,1.67,5.02,4.2,60.7,13.0,0.0,5.0,1.0,1.6700000000000002,5.0200000000000005,4.2,60.699999999999996,13.0,0.0,5.0,1.0
2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-20,6.33,3.66,4.0,46.0,12.0,2.0,1.0,0.0,6.33,3.66,4.0,46.0,12.0,2.0,1.0,0.0
2016-12-21,1.34,2.812,0.25,37.0,5.0,0.0,6.0,2.5,1.34,2.8120000000000003,0.25,37.0,5.0,0.0,6.0,2.5
2016-12-22,4.34,4.165,3.8,38.4,1.0,0.0,5.0,0.0,4.34,4.165,3.8000000000000003,38.4,1.0,0.0,5.0,0.0
2016-12-23,5.33,4.67,1.15,32.0,6.0,0.0,8.0,2.0,5.33,4.67,1.15,32.0,6.0,0.0,8.0,2.0
2016-12-24,6.33,6.7,4.2,82.0,4.0,1.0,2.0,1.0,6.33,6.7,4.2,82.0,4.0,1.0,2.0,1.0
2016-12-25,2.33,7.627,5.7,79.8,0.0,0.0,9.0,1.0,2.33,7.627,5.7,79.8,0.0,0.0,9.0,1.0
2016-12-26,10.33,4.66,2.0,58.924,6.0,0.0,2.0,2.0,10.33,4.66,2.0,58.924,6.0,0.0,2.0,2.0
2016-12-27,6.0,5.0,0.416666667,54.2,8.0,2.0,13.0,0.0,6.0,5.0,0.416666667,54.2,8.0,2.0,13.0,0.0
2016-12-28,4.34,6.33,6.45,57.2,7.0,0.0,13.0,0.0,4.34,6.33,6.45,57.2,7.0,0.0,13.0,0.0
2016-12-29,11.0,6.01,6.35,81.2,4.0,3.0,6.0,2.0,11.0,6.01,6.35,81.2,4.0,3.0,6.0,2.0
2016-12-30,5.66,8.99,7.3,161.0,13.0,0.0,3.0,0.0,5.66,8.99,7.3,161.0,13.0,0.0,3.0,0.0
2016-12-31,8.33,7.759,7.45,108.7,7.0,0.0,12.0,0.0,8.33,7.759,7.45,108.7,7.0,0.0,12.0,0.0
2017-01-01,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625
2017-01-02,0.2125,0.6375,0.625,32.0,0.0,0.625,3.125,3.125,0.2125,0.6375,0.625,32.0,0.0,0.625,3.125,3.125
2017-01-03,6.25,5.83125,4.625,66.8125,8.75,0.0,7.03125,1.875,6.25,5.831250000000001,4.625,66.8125,8.75,0.0,7.03125,1.875
2017-01-04,6.804166667,5.970833333,6.416666667,56.76666667,10.0,1.25,5.0,2.916666667,6.804166668,5.970833334,6.416666667,56.766666664,10.0,1.250000001,5.0,2.916666667
2017-01-05,7.504166667,7.879166667,5.208333333,62.20833333,14.58333333,0.0,11.25,2.5,7.504166667,7.879166667,5.208333334,62.208333334,14.583333334999999,0.0,11.250000001,2.5
2017-01-06,4.583333333,3.05,5.625,65.5625,10.83333333,0.0,15.41666667,2.5,4.583333334,3.050000002,5.625000001,65.562500002,10.833333334,0.0,15.416666667000001,2.5
2017-01-07,2.916666667,5.154166667,5.958333333,34.625,8.75,0.0,2.5,0.0,2.916666667,5.154166667,5.958333334,34.625,8.75,0.0,2.5,0.0
2017-01-08,5.416666667,1.859583333,5.083333333,25.375,10.0,2.083333333,3.333333333,1.666666667,5.416666667,1.859583334,5.083333334,25.375000003,10.0,2.083333333,3.3333333339999998,1.666666668
2017-01-09,3.8875,4.057083333,2.583333333,56.125,9.166666667,0.416666667,1.666666667,2.083333333,3.8875000010000003,4.057083334,2.5833333339999998,56.125000001000004,9.166666669,0.416666667,1.666666666,2.0833333339999998
2017-01-10,6.3875,4.73875,13.29166667,54.25,25.0,1.666666667,7.5,0.833333333,6.3875,4.73875,13.291666666,54.250000003000004,25.000000001,1.6666666669999999,7.5,0.833333334
2017-01-11,9.308333333,5.501666667,9.166666667,51.04166667,20.0,1.25,1.666666667,2.916666667,9.308333333,5.501666669,9.166666667,51.041666667,19.999999999,1.25,1.666666666,2.916666668
2017-01-12,8.333333333,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.666666667,8.333333334,5.196666668,8.749999999,65.937499997,14.166666665000001,1.250000001,4.583333333000001,1.6666666669999999
2017-01-13,6.804166667,3.891666667,9.541666667,54.41666667,19.58333333,0.0,3.333333333,1.333333333,6.804166668000001,3.891666668,9.541666666,54.416666669,19.583333334000002,0.0,3.333333333,1.333333334
2017-01-14,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,5.975000001,4.364583335,7.708333334,47.916666669,16.666666666,0.833333333,5.416666667,2.083333335
2017-01-15,8.05,6.525,9.083333333,38.79166667,15.41666667,0.0,7.5,1.25,8.050000001,6.525000001,9.083333334,38.791666668,15.416666667,0.0,7.499999999,1.25
2017-01-16,6.670833333,4.029166667,8.041666667,63.5625,12.5,0.416666667,7.083333333,2.083333333,6.670833334,4.029166669,8.04166667,63.562500001000004,12.500000002,0.416666667,7.083333334000001,2.083333335
2017-01-17,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.666666667,3.75,2.5,7.225000002,4.139166668,5.2916666679999995,48.458333334,13.333333334,1.666666666,3.75,2.500000002
2017-01-18,6.741666667,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,6.741666665,4.445833335,6.500000001,45.958333333,16.666666667,1.25,5.833333333000001,0.833333334
2017-01-19,5.0,5.7,7.833333333,37.75,15.83333333,0.0,2.5,3.333333333,5.000000001,5.700000001,7.833333336,37.75,15.833333333,0.0,2.5,3.333333335
2017-01-20,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,3.608333334,4.738750002,4.125,37.624999999,23.333333334000002,2.916666667,12.5,2.500000001
2017-01-21,5.695833333,2.4,4.583333333,50.20833333,15.0,2.083333333,4.583333333,2.916666667,5.695833334,2.400000001,4.583333334,50.208333334,14.999999999,2.0833333339999998,4.583333334,2.916666668
2017-01-22,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667,1.666666667,4.512500001,5.007500001,5.125,37.020833333,19.166666667,1.25,9.166666667,1.666666668
2017-01-23,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.666666667,5.137500001,4.505000002,6.291666667,41.75,15.833333335,0.833333333,2.5,1.6666666669999999
2017-01-24,6.1125,5.770833333,10.95833333,40.08333333,11.25,0.0,10.0,2.916666667,6.112500001,5.770833334,10.958333333,40.083333333,11.250000001,0.0,9.999999999,2.916666669
2017-01-25,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,7.779166667,5.108333335,7.666666667,51.1875,18.75,2.083333333,13.749999999000002,2.291666667
2017-01-26,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333333,0.0,5.979166669,5.224583333,7.0416666679999995,36.625,13.750000001,0.833333333,8.333333333,0.0
2017-01-27,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333333,1.25,7.850000002,7.541250001,5.1666666679999995,42.609166666,21.250000001,2.083333333,9.583333334,1.250000001
2017-01-28,5.970833333,6.1125,2.25,32.08333333,9.166666667,0.0,1.666666667,1.25,5.970833334,6.112500001,2.250000001,32.083333333,9.166666666,0.0,1.666666667,1.250000001
2017-01-29,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333333,3.333333333,5.141666668,7.783333335,5.333333333,54.166666667,15.833333334,2.500000001,9.583333332999999,3.333333335
2017-01-30,8.058333333,5.61625,7.0,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,8.058333334,5.616250001,7.0,35.517499999,17.083333333,4.166666667,7.083333333000001,4.166666668
2017-01-31,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.666666667,4.441666667,4.254583334,2.833333335,47.250000001000004,13.333333333,0.833333334,2.9166666670000003,1.6666666669999999
2017-02-01,7.375,5.188333333,6.041666667,31.625,10.83333333,0.416666667,8.333333333,2.083333333,7.375,5.188333333,6.041666667,31.624999999,10.833333334,0.416666667,8.333333332,2.0833333339999998
2017-02-02,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667,0.416666667,0.416666667,0.833333333,8.195833333,6.211666667,6.416666667,42.291666667,9.166666668,0.416666667,0.416666667,0.833333334
2017-02-03,7.6375,6.255416667,9.0,42.90083333,15.83333333,2.5,7.083333333,0.833333333,7.637500002,6.255416667,8.999999999,42.900833334,15.833333333999999,2.5,7.083333334000001,0.833333333
2017-02-04,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,7.779166668,4.1666666679999995,4.416666667,27.708333334,12.083333334999999,0.833333333,7.499999999,3.750000002
2017-02-05,10.67,10.725,5.0,38.6,1.0,0.0,11.0,1.1,10.67,10.725,5.0,38.6,1.0,0.0,11.0,1.1
2017-02-06,10.0,5.0,4.4,13.0,3.0,2.0,5.0,0.0,10.0,5.0,4.4,13.0,3.0,2.0,5.0,0.0
2017-02-07,3.0,0.33,3.5,13.8,3.0,0.0,7.0,2.0,3.0,0.33,3.5,13.8,3.0,0.0,7.0,2.0
2017-02-08,11.0,1.67,4.0,36.0,7.0,0.0,10.0,2.0,11.0,1.6700000000000002,4.0,36.0,7.0,0.0,10.0,2.0
2017-02-09,3.9825,1.76,4.0,20.4,6.0,0.0,0.0,1.0,3.9825,1.7600000000000002,4.0,20.4,6.0,0.0,0.0,1.0
2017-02-10,4.01,3.34,4.75,23.2,5.0,0.0,2.0,0.0,4.01,3.34,4.75,23.2,5.0,0.0,2.0,0.0
2017-02-11,5.33,6.32,5.1,12.4,11.0,1.0,1.0,3.0,5.33,6.32,5.1,12.4,11.0,1.0,1.0,3.0
2017-02-12,10.0,10.67,7.8,27.4,4.0,0.0,2.0,1.0,10.0,10.67,7.8,27.4,4.0,0.0,2.0,1.0
2017-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-14,4.33,5.0,2.1,22.0,0.0,0.0,1.0,1.0,4.33,5.0,2.1,22.0,0.0,0.0,1.0,1.0
2017-02-15,6.0,2.67,2.0,19.2,1.0,0.0,1.0,1.0,6.0,2.67,2.0,19.2,1.0,0.0,1.0,1.0
2017-02-16,3.66,4.66,1.0,31.6,2.0,0.0,0.0,3.0,3.66,4.66,1.0,31.6,2.0,0.0,0.0,3.0
2017-02-17,3.0,2.802,2.1,12.25,4.0,0.0,8.0,1.2,3.0,2.802,2.1,12.25,4.0,0.0,8.0,1.2
2017-02-18,7.0,4.0,2.35,30.0,10.0,0.0,0.0,3.1,7.0,4.0,2.35,30.0,10.0,0.0,0.0,3.1
2017-02-19,3.34,3.516,2.2,13.0,1.0,0.0,8.0,1.0,3.34,3.516,2.2,13.0,1.0,0.0,8.0,1.0
2017-02-20,5.0,3.76,4.5,33.1,2.0,0.0,1.0,3.0,5.0,3.76,4.5,33.1,2.0,0.0,1.0,3.0
2017-02-21,5.0,4.155,4.0,22.9,14.0,0.0,8.0,1.0,5.0,4.155,4.0,22.9,14.0,0.0,8.0,1.0
2017-02-22,3.67,2.429,7.2,21.1,9.0,0.0,5.0,0.0,3.67,2.4290000000000003,7.2,21.1,9.0,0.0,5.0,0.0
2017-02-23,6.67,5.67,4.05,24.1,5.0,1.0,8.0,2.0,6.67,5.67,4.05,24.1,5.0,1.0,8.0,2.0
2017-02-24,1.0,4.67,4.0,29.8,10.0,1.0,7.0,1.0,1.0,4.67,4.0,29.8,10.0,1.0,7.0,1.0
2017-02-25,6.0,6.34,5.25,24.0,6.875,0.0,2.0,0.0,6.0,6.34,5.25,24.0,6.875,0.0,2.0,0.0
2017-02-26,5.33,5.33,3.2,15.7,3.0,0.0,5.0,1.2,5.33,5.33,3.2,15.7,3.0,0.0,5.0,1.2
2017-02-27,5.67,3.68,7.0,16.4,14.0,0.0,7.0,2.0,5.67,3.68,7.0,16.4,14.0,0.0,7.0,2.0
2017-02-28,5.34,5.02,7.5,26.4,9.0,2.0,18.0,0.0,5.34,5.0200000000000005,7.5,26.4,9.0,2.0,18.0,0.0
2017-03-01,4.0,4.66,5.0,15.1,17.0,0.0,5.0,2.0,4.0,4.66,5.0,15.100000000000001,17.0,0.0,5.0,2.0
2017-03-02,5.0,7.13,3.0,13.0,1.0,1.0,1.0,2.0,5.0,7.13,3.0,13.0,1.0,1.0,1.0,2.0
2017-03-03,9.0,2.99,4.0,12.9,9.0,1.0,6.0,4.0,9.0,2.99,4.0,12.9,9.0,1.0,6.0,4.0
2017-03-04,5.01,3.67,3.1,17.0,0.0,0.0,5.0,4.5,5.01,3.67,3.1,17.0,0.0,0.0,5.0,4.5
2017-03-05,12.33,4.33,5.0,33.9,3.0,0.0,6.0,5.0,12.33,4.33,5.0,33.9,3.0,0.0,6.0,5.0
2017-03-06,6.83,2.33,1.1,19.6,1.0,0.0,0.0,3.0,6.83,2.33,1.1,19.6,1.0,0.0,0.0,3.0
2017-03-07,2.34,5.33,6.5,15.0,4.0,0.0,0.0,2.0,2.34,5.33,6.5,15.0,4.0,0.0,0.0,2.0
2017-03-08,1.0,2.34,0.0,15.2,4.0,0.0,0.0,3.0,1.0,2.34,0.0,15.2,4.0,0.0,0.0,3.0
2017-03-09,11.33,2.33,6.0,26.9,6.0,1.0,0.0,2.5,11.33,2.33,6.0,26.9,6.0,1.0,0.0,2.5
2017-03-10,2.0,4.33,4.6,26.3,8.0,1.0,0.0,1.0,2.0,4.33,4.6,26.3,8.0,1.0,0.0,1.0
2017-03-11,6.33,4.066,6.0,20.1,2.0,1.0,5.0,3.5,6.33,4.066,6.0,20.1,2.0,1.0,5.0,3.5
2017-03-12,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0
2017-03-13,2.33,0.68,2.7,17.8,2.0,0.0,10.0,0.0,2.33,0.68,2.7,17.8,2.0,0.0,10.0,0.0
2017-03-14,2.67,1.34,3.0,15.0,5.0,0.0,5.0,1.0,2.67,1.34,3.0,15.0,5.0,0.0,5.0,1.0
2017-03-15,3.66,1.703,2.5,14.6,4.0,0.0,0.0,0.0,3.66,1.703,2.5,14.6,4.0,0.0,0.0,0.0
2017-03-16,6.0,4.056,4.75,28.2,4.0,0.0,1.0,3.0,6.0,4.056,4.75,28.2,4.0,0.0,1.0,3.0
2017-03-17,4.33,2.802,0.0,11.0,14.0,0.0,3.0,3.0,4.33,2.802,0.0,11.0,14.0,0.0,3.0,3.0
2017-03-18,5.0,4.38,4.25,20.4,3.0,0.0,1.0,1.0,5.0,4.38,4.25,20.4,3.0,0.0,1.0,1.0
2017-03-19,10.0,3.693,2.0,39.1,3.0,0.0,5.0,3.0,10.0,3.693,2.0,39.1,3.0,0.0,5.0,3.0
2017-03-20,1.66,6.683,4.7,16.1,3.0,0.0,7.0,3.0,1.6600000000000001,6.683,4.7,16.1,3.0,0.0,7.0,3.0
2017-03-21,9.16,2.03,2.2,12.6,4.0,0.0,1.0,5.3,9.16,2.0300000000000002,2.2,12.6,4.0,0.0,1.0,5.3
2017-03-22,1.66,5.023,2.0,16.4,7.0,0.0,2.0,2.0,1.6600000000000001,5.023,2.0,16.4,7.0,0.0,2.0,2.0
2017-03-23,7.34,2.133,1.0,13.3,8.0,0.0,6.0,3.5,7.34,2.133,1.0,13.3,8.0,0.0,6.0,3.5
2017-03-24,1.67,3.0,4.5,12.3,7.0,0.0,5.0,6.3,1.67,3.0,4.5,12.3,7.0,0.0,5.0,6.3
2017-03-25,10.0,5.49,1.0,33.3,3.0,0.0,0.0,4.0,10.0,5.49,1.0,33.3,3.0,0.0,0.0,4.0
2017-03-26,5.34,5.36,3.45,18.0,4.0,0.0,10.0,8.0,5.34,5.36,3.45,18.0,4.0,0.0,10.0,8.0
2017-03-27,4.84,3.463,3.5,14.8,5.0,0.0,1.0,4.0,4.84,3.463,3.5,14.8,5.0,0.0,1.0,4.0
2017-03-28,2.67,2.67,7.0,22.0,14.0,0.0,0.0,6.0,2.67,2.67,7.0,22.0,14.0,0.0,0.0,6.0
2017-03-29,6.34,1.34,4.0,12.9,3.0,0.0,7.0,4.5,6.34,1.34,4.0,12.9,3.0,0.0,7.0,4.5
2017-03-30,1.33,2.693,5.0,9.5,9.0,0.0,0.0,2.0,1.33,2.693,5.0,9.5,9.0,0.0,0.0,2.0
2017-03-31,4.0,2.0,3.5,22.2,2.0,0.0,2.0,6.0,4.0,2.0,3.5,22.2,2.0,0.0,2.0,6.0
2017-04-01,2.33,2.0,2.0,34.0,2.0,0.0,1.0,3.0,2.33,2.0,2.0,34.0,2.0,0.0,1.0,3.0
2017-04-02,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4
2017-04-03,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0
2017-04-04,0.33,1.033,2.2,8.0,2.0,0.0,5.0,5.5,0.33,1.033,2.2,8.0,2.0,0.0,5.0,5.5
2017-04-05,5.0,0.231,0.2,13.6,9.0,2.0,6.0,1.0,5.0,0.231,0.2,13.6,9.0,2.0,6.0,1.0
2017-04-06,5.0,0.66,3.1,10.9,4.0,1.0,0.0,1.0,5.0,0.66,3.1,10.9,4.0,1.0,0.0,1.0
2017-04-07,3.5,4.0,2.0,16.0,5.0,0.0,5.0,5.0,3.5,4.0,2.0,16.0,5.0,0.0,5.0,5.0
2017-04-08,7.51,8.759,2.05,23.0,3.0,0.0,11.0,6.0,7.51,8.759,2.05,23.0,3.0,0.0,11.0,6.0
2017-04-09,4.99,5.34,8.25,22.0,3.0,0.0,0.0,1.0,4.99,5.34,8.25,22.0,3.0,0.0,0.0,1.0
2017-04-10,8.66,1.363,1.05,27.5,1.0,0.0,4.0,4.0,8.66,1.363,1.05,27.5,1.0,0.0,4.0,4.0
2017-04-11,4.0,2.33,3.0,17.0,5.0,0.0,11.0,1.0,4.0,2.33,3.0,17.0,5.0,0.0,11.0,1.0
2017-04-12,11.99,3.32,3.35,11.0,10.0,2.0,10.0,4.0,11.99,3.3200000000000003,3.35,11.0,10.0,2.0,10.0,4.0
2017-04-13,5.0,2.439,2.0,30.9,1.0,0.0,2.0,5.0,5.0,2.439,2.0,30.9,1.0,0.0,2.0,5.0
2017-04-14,7.34,4.98,5.0,13.0,3.0,0.0,16.0,4.0,7.34,4.98,5.0,13.0,3.0,0.0,16.0,4.0
2017-04-15,11.67,1.472,4.0,27.25,1.0,0.0,15.0,5.2,11.67,1.472,4.0,27.25,1.0,0.0,15.0,5.2
2017-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-17,4.0,3.99,1.9,18.4,1.0,0.0,5.0,1.0,4.0,3.99,1.9,18.4,1.0,0.0,5.0,1.0
2017-04-18,7.33,4.67,6.3,15.4,8.0,1.0,2.0,2.0,7.33,4.67,6.3,15.4,8.0,1.0,2.0,2.0
2017-04-19,1.0,3.406,5.0,14.0,2.0,0.0,0.0,1.0,1.0,3.406,5.0,14.0,2.0,0.0,0.0,1.0
2017-04-20,4.66,2.33,5.0,9.4,10.0,0.0,7.0,2.0,4.66,2.33,5.0,9.4,10.0,0.0,7.0,2.0
2017-04-21,3.67,2.34,2.4,29.0,3.0,0.0,1.875,3.0,3.67,2.3400000000000003,2.4,29.0,3.0,0.0,1.875,3.0
2017-04-22,2.64,4.66,2.8,19.0,7.0,1.0,1.0,2.0,2.64,4.66,2.8,19.0,7.0,1.0,1.0,2.0
2017-04-23,9.0,5.416,3.6,25.5,7.0,0.0,1.0,5.0,9.0,5.416,3.6,25.5,7.0,0.0,1.0,5.0
2017-04-24,9.33,3.81,8.0,13.15,9.0,0.0,1.0,5.0,9.33,3.81,8.0,13.15,9.0,0.0,1.0,5.0
2017-04-25,8.0,2.99,2.2,24.0,4.0,0.0,26.0,5.0,8.0,2.99,2.2,24.0,4.0,0.0,26.0,5.0
2017-04-26,3.0,4.0,3.5,10.2,3.0,0.0,1.0,8.3,3.0,4.0,3.5,10.2,3.0,0.0,1.0,8.3
2017-04-27,3.33,3.737,2.3,11.0,10.0,1.0,0.0,10.0,3.33,3.737,2.3,11.0,10.0,1.0,0.0,10.0
2017-04-28,3.33,3.67,5.1,15.4,2.0,0.0,7.0,7.0,3.33,3.67,5.1,15.4,2.0,0.0,7.0,7.0
2017-04-29,5.0,9.0,2.3,15.0,3.0,1.0,1.0,8.0,5.0,9.0,2.3,15.0,3.0,1.0,1.0,8.0
2017-04-30,1.0,4.046,2.3,18.0,2.0,0.0,12.0,2.0,1.0,4.046,2.3,18.0,2.0,0.0,12.0,2.0
2017-05-01,0.34,1.0,1.0,1.2,0.0,0.0,0.0,1.0,0.34,1.0,1.0,1.2,0.0,0.0,0.0,1.0
2017-05-02,2.0,6.033,1.0,23.0,5.0,0.0,6.0,5.0,2.0,6.0329999999999995,1.0,23.0,5.0,0.0,6.0,5.0
2017-05-03,1.33,3.34,6.0,18.2,6.0,0.0,20.0,2.0,1.33,3.3400000000000003,6.0,18.2,6.0,0.0,20.0,2.0
2017-05-04,5.67,5.66,1.0,11.6,4.0,0.0,2.0,4.1,5.67,5.66,1.0,11.6,4.0,0.0,2.0,4.1
2017-05-05,2.34,5.33,1.15,6.6,8.0,0.0,12.0,3.0,2.34,5.33,1.15,6.6,8.0,0.0,12.0,3.0
2017-05-06,7.33,2.363,4.4,14.0,4.0,0.0,0.0,6.0,7.33,2.363,4.4,14.0,4.0,0.0,0.0,6.0
2017-05-07,6.33,3.67,4.5,18.25,3.0,0.0,4.0,4.0,6.33,3.67,4.5,18.25,3.0,0.0,4.0,4.0
2017-05-08,2.33,3.66,1.0,8.0,8.0,3.0,1.0,5.6,2.33,3.66,1.0,8.0,8.0,3.0,1.0,5.6
2017-05-09,7.33,4.0,4.1,11.0,4.0,0.0,2.0,3.0,7.33,4.0,4.1,11.0,4.0,0.0,2.0,3.0
2017-05-10,8.66,0.397,9.0,15.0,4.0,0.0,14.0,7.0,8.66,0.397,9.0,15.0,4.0,0.0,14.0,7.0
2017-05-11,6.0,6.693,3.0,16.0,6.0,2.0,1.0,10.0,6.0,6.6930000000000005,3.0,16.0,6.0,2.0,1.0,10.0
2017-05-12,4.99,4.703,6.0,16.4,4.0,9.0,0.0,6.0,4.99,4.703,6.0,16.4,4.0,9.0,0.0,6.0
2017-05-13,5.0,2.363,6.0,12.0,4.0,0.0,1.0,7.0,5.0,2.363,6.0,12.0,4.0,0.0,1.0,7.0
2017-05-14,4.67,2.076,2.85,31.5,6.0,0.0,5.0,2.1,4.67,2.076,2.85,31.5,6.0,0.0,5.0,2.1
2017-05-15,5.34,4.703,2.0,17.0,0.0,3.0,3.0,7.0,5.34,4.703,2.0,17.0,0.0,3.0,3.0,7.0
2017-05-16,2.33,5.66,1.5,16.2,2.0,0.0,6.0,7.0,2.33,5.66,1.5,16.2,2.0,0.0,6.0,7.0
2017-05-17,6.34,4.84,0.0,9.0,5.0,0.0,0.0,2.0,6.34,4.84,0.0,9.0,5.0,0.0,0.0,2.0
2017-05-18,3.33,5.01,4.0,28.2,4.0,0.0,0.0,3.0,3.33,5.01,4.0,28.2,4.0,0.0,0.0,3.0
2017-05-19,4.34,3.44,2.2,31.6,11.0,0.0,0.0,10.0,4.34,3.44,2.2,31.6,11.0,0.0,0.0,10.0
2017-05-20,3.99,4.713,0.25,16.4,5.0,0.0,6.0,6.0,3.99,4.713,0.25,16.4,5.0,0.0,6.0,6.0
2017-05-21,6.0,3.043,1.25,32.2,5.0,0.0,12.0,4.0,6.0,3.043,1.25,32.2,5.0,0.0,12.0,4.0
2017-05-22,5.33,1.34,4.4,22.4,5.0,0.0,7.0,11.0,5.33,1.34,4.4,22.4,5.0,0.0,7.0,11.0
2017-05-23,3.0,2.406,5.0,11.0,9.0,0.0,2.0,7.0,3.0,2.406,5.0,11.0,9.0,0.0,2.0,7.0
2017-05-24,6.68,3.34,3.0,14.2,9.0,0.0,4.0,4.71,6.68,3.3400000000000003,3.0,14.2,9.0,0.0,4.0,4.71
2017-05-25,5.66,5.36,2.0,18.2,3.0,0.0,2.0,4.3,5.66,5.36,2.0,18.2,3.0,0.0,2.0,4.3
2017-05-26,2.34,3.67,5.0,29.0,4.0,0.0,8.0,2.0,2.34,3.67,5.0,29.0,4.0,0.0,8.0,2.0
2017-05-27,7.33,3.221,2.0,23.4,5.0,0.0,0.0,10.0,7.33,3.221,2.0,23.4,5.0,0.0,0.0,10.0
2017-05-28,1.99,6.243,2.45,11.19,2.0,0.0,0.0,3.0,1.99,6.243,2.45,11.19,2.0,0.0,0.0,3.0
2017-05-29,3.34,4.023,1.6,28.0,4.0,2.0,4.0,5.0,3.34,4.023,1.5999999999999999,28.0,4.0,2.0,4.0,5.0
2017-05-30,8.0,3.396,4.3,25.0,3.0,0.0,5.0,5.0,8.0,3.396,4.3,25.0,3.0,0.0,5.0,5.0
2017-05-31,4.0,2.429,7.0,12.2,6.0,4.0,1.0,5.0,4.0,2.4290000000000003,7.0,12.2,6.0,4.0,1.0,5.0
2017-06-01,1.34,3.67,2.0,21.4,10.0,0.0,2.0,2.0,1.34,3.67,2.0,21.4,10.0,0.0,2.0,2.0
2017-06-02,2.33,4.0,4.0,17.4,9.0,1.0,5.0,3.0,2.33,4.0,4.0,17.4,9.0,1.0,5.0,3.0
2017-06-03,5.0,1.726,3.0,10.0,3.0,1.0,22.0,2.0,5.0,1.726,3.0,10.0,3.0,1.0,22.0,2.0
2017-06-04,7.0,1.747,2.25,23.4,3.0,1.0,5.0,4.0,7.0,1.747,2.25,23.4,3.0,1.0,5.0,4.0
2017-06-05,3.33,5.99,4.5,9.7,5.0,0.0,0.0,8.0,3.33,5.99,4.5,9.7,5.0,0.0,0.0,8.0
2017-06-06,1.0,3.0,0.0,18.0,3.0,0.0,6.0,7.5,1.0,3.0,0.0,18.0,3.0,0.0,6.0,7.5
2017-06-07,5.33,4.693,4.0,21.0,13.0,0.0,20.0,7.0,5.33,4.693,4.0,21.0,13.0,0.0,20.0,7.0
2017-06-08,5.0,1.823,3.15,21.0,4.0,0.0,2.0,4.2,5.0,1.823,3.15,21.0,4.0,0.0,2.0,4.2
2017-06-09,1.33,4.09,3.1,10.0,2.0,0.0,0.0,6.0,1.33,4.09,3.1,10.0,2.0,0.0,0.0,6.0
2017-06-10,9.0,7.01,4.0,15.0,2.0,0.0,7.0,3.0,9.0,7.01,4.0,15.0,2.0,0.0,7.0,3.0
2017-06-11,5.5,3.99,8.5,28.25,8.0,0.0,2.0,3.0,5.5,3.99,8.5,28.25,8.0,0.0,2.0,3.0
2017-06-12,4.34,3.34,1.0,13.6,3.0,0.0,13.0,12.0,4.34,3.34,1.0,13.6,3.0,0.0,13.0,12.0
2017-06-13,2.99,3.023,3.0,8.0,9.0,0.0,0.0,9.1,2.99,3.023,3.0,8.0,9.0,0.0,0.0,9.1
2017-06-14,1.33,1.33,1.0,9.0,6.0,3.0,5.0,3.0,1.33,1.33,1.0,9.0,6.0,3.0,5.0,3.0
2017-06-15,3.0,4.33,3.15,15.0,10.0,0.0,5.0,6.5,3.0,4.33,3.15,15.0,10.0,0.0,5.0,6.5
2017-06-16,4.0,2.01,0.0,12.25,6.0,0.0,0.0,5.44,4.0,2.0100000000000002,0.0,12.25,6.0,0.0,0.0,5.4399999999999995
